F1,15088.73,-7560.57,113.003,0.006
F2,34.73,-7560.74,-112.987,0.006
F3,7561.82,-32.09,0.012,113.023
F4,7561.15,-15088.59,0.012,-113.004
F5,15089.09,-33.24,113.007,113.005
F6,34.08,-15088.92,-112.989,-112.994
F7,33.55,-33.44,-112.998,113.006
F8,15088.55,-15088.51,112.999,-112.998
