F1, 15088.50, -7560.65, 113.003, 0.006
F2, 34.73, -7560.74, -112.987, 0.006
F3, 7561.87, -32.49, 0.012, 113.023
F4, 7561.51, -15088.08, 0.012, -113.004
F5, 15088.55, -33.53, 113.007, 113.005
F6, 34.50, -15088.00, -112.989, -112.994
F7, 33.71, -33.54, -112.998, 113.006
F8, 15088.33, -15087.90, 112.999, -112.998
